feature_id,blank_1,blank_2,blank_3,blank_4,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_527,282,322,186,428,1368,1150,1200,724,1134,0,1278,0,1452,1356,900,0,1650,1288,1470,1038
feature_528,0,0,0,0,500,0,0,260,866,2078,766,1374,860,532,302,500,1406,4224,1334,2424
feature_529,0,0,0,0,0,0,206,162,2874,2690,2358,1762,0,112,0,0,0,3684,1618,0
feature_530,0,0,0,0,668,436,410,278,3066,2098,2272,0,0,278,0,168,0,2768,1242,0
feature_531,862,722,0,906,938,792,832,832,934,848,772,0,880,880,886,804,946,1268,776,1144
feature_532,0,0,0,0,440,134,284,0,2386,2182,2378,1992,0,204,0,206,3392,4620,2286,2940
feature_533,1136,1048,752,908,604,786,624,762,632,0,694,720,714,922,714,1244,628,452,844,0
feature_534,1384,1860,1418,0,1548,1488,1374,1612,5844,1312,1638,1476,1464,1576,1716,1574,1194,1408,1378,1572
feature_535,6508,8228,6932,8422,7414,7212,7014,7388,6402,7210,6428,6240,7404,7642,7350,7790,5966,5522,6592,6718
feature_536,1600,1784,1778,1970,1692,1780,1870,1606,2036,1668,1834,1694,1770,1786,1962,1756,1592,1378,1386,1846
feature_537,1324,1798,1270,1518,1528,1348,1286,1806,1284,1188,1156,1224,1372,1404,1926,1698,1106,1130,1470,1602
feature_538,0,0,0,0,0,0,0,0,1174,860,752,172,0,0,0,0,1550,1724,908,524
feature_539,21754,25748,18876,22330,21380,21510,20030,24056,20304,19448,19342,20710,20908,22214,24476,23728,19916,18494,22360,23768
feature_540,312,566,526,316,1178,0,940,750,2322,3336,2714,3068,1342,2254,1058,1798,2370,2726,3164,2208
feature_541,0,176,0,176,644,724,842,530,1580,1934,2674,2504,898,1270,570,880,1722,1408,1872,1350
feature_542,316,0,0,224,1286,1084,1394,942,1522,1548,1062,1288,1334,1170,1262,954,1464,1028,820,840
feature_543,716,408,382,460,1946,1176,1730,1384,5172,5212,5758,7296,2116,2634,1674,2426,5224,4082,6698,4358
feature_544,176,220,0,152,336,482,384,422,890,0,766,1150,506,688,458,652,1062,842,1466,958
feature_545,0,0,0,0,2666,1452,2046,986,1758,1610,1602,1300,164,0,0,0,1886,2300,1032,1810
feature_546,0,0,0,0,0,0,0,0,0,50,0,0,704,468,0,318,1566,984,1230,1426
feature_547,0,0,0,0,5424,1650,3904,970,4300,4776,3198,0,286,240,168,190,3186,9240,2214,4748
feature_548,0,0,0,0,2118,1052,1668,722,1556,2020,1260,1724,290,194,194,230,1494,2338,1708,2214
feature_549,0,0,0,0,50658,19140,39546,10074,41276,44348,31242,29206,662,880,0,0,33198,79120,23978,42834
feature_550,176,218,134,246,854150,674586,800534,492270,805440,835328,788650,777874,110042,114778,67258,64218,782756,0,726532,826224
feature_551,0,0,0,0,7418,3270,5512,1522,5318,7950,4530,4592,202,338,286,0,4298,10848,3840,7794
feature_552,0,0,0,0,13316,7826,11494,0,0,12412,10542,10158,168,108,102,98,10598,16528,8786,12286
feature_553,132,232,178,226,15198,9388,0,0,12974,0,11768,12344,0,0,1318,876,11090,17354,10016,14136
feature_554,0,0,112,0,84916,44466,63410,28838,60980,82550,63716,59784,5136,6178,3846,4142,55566,120826,48262,78220
feature_555,0,0,0,0,7152,6458,7780,4872,7464,6612,6120,5336,1152,962,996,880,6216,6172,6206,6752
feature_556,0,220,0,0,43726,19822,32310,12218,33746,38152,28256,27306,1250,1886,594,942,24474,62254,19182,39312
feature_557,78,106,0,0,15906,6880,12306,3932,12534,12980,11078,10326,586,586,426,354,8830,19328,7872,12922
feature_558,0,0,0,0,1766,1448,1472,712,1622,2474,1648,1820,104,192,0,132,1640,3114,1466,2094
feature_559,0,0,0,0,0,0,14884,8270,0,14328,0,0,1740,1564,0,0,0,0,0,0
feature_560,0,0,0,0,2368,1456,1854,1104,1630,1844,1790,1654,142,0,208,0,2354,2984,1470,2210
feature_561,0,0,0,0,1456,662,0,440,0,0,1132,924,0,0,0,0,714,2210,640,1694
feature_562,0,0,0,0,696,492,76,334,446,1908,2996,4544,212,2196,0,982,248,362,2450,1422
feature_563,0,0,0,0,1414,774,928,788,1580,936,1060,934,0,0,0,0,972,1448,610,1160
feature_564,7734,7322,7392,7290,6608,6432,5514,5834,6148,6490,7454,6154,7610,7012,7368,6726,6200,5924,6206,5940
feature_565,254,450,494,266,722,644,664,576,1322,1702,1724,2384,926,1376,728,1482,1258,1542,2600,1512
feature_566,0,0,0,0,0,0,0,0,2680,2804,1908,2162,0,0,0,0,2032,2546,1210,1468
feature_567,0,0,0,0,0,226,134,0,1814,1730,1664,1180,0,0,0,0,1542,3262,1278,1726
feature_568,0,0,0,0,0,0,0,76,0,1182,696,962,0,0,0,0,1386,3018,1040,1600
feature_569,0,0,0,0,1370,1136,772,590,10410,8754,8592,5670,0,386,0,320,10536,20918,7896,12802
feature_570,0,0,0,0,698,396,780,0,7418,5570,6858,3730,3116,6734,1552,2980,31842,28258,26094,14464
feature_571,0,0,0,0,172,0,0,0,1048,936,1046,776,0,0,0,0,1084,0,1028,1594
feature_572,0,0,0,0,0,84,0,0,1176,1116,1046,1080,208,0,0,0,3230,3926,2040,1604
feature_573,0,0,0,0,0,0,0,0,1878,2008,1350,1276,0,0,0,0,3184,2324,1936,1598
feature_574,0,0,0,0,504,240,0,64,5080,3328,3700,3668,348,464,266,446,452,0,426,460
feature_575,0,0,0,0,0,0,0,0,1524,1672,1298,1008,272,294,0,0,192,0,134,78
feature_576,0,0,0,0,0,78,0,0,1776,1472,1730,924,0,128,0,0,1066,2314,912,1536
feature_577,0,0,0,0,176,0,104,0,1308,1596,1284,1220,0,0,0,0,1528,2100,1180,1168
feature_578,0,0,0,0,164,0,0,0,1082,1010,1164,1176,0,0,0,0,1244,1550,708,1050
feature_579,0,0,0,0,4838,2504,5016,1580,8300,9688,7090,6640,432,3152,298,1098,11258,40656,8620,29480
feature_580,0,126,110,0,104,94,76,0,14234,13022,11774,9150,0,0,0,0,0,3866,3464,2354
feature_581,0,0,0,0,0,194,0,0,1078,1244,1246,958,0,0,0,0,1048,2116,728,1136
feature_582,0,0,0,0,438,0,0,0,4308,4156,3378,2142,0,0,0,0,3796,7838,2530,5758
feature_583,1504,1436,1212,1304,1112,1064,1282,1244,0,868,998,0,1376,0,1440,1342,984,1050,1022,1014
feature_584,0,0,0,0,0,306,0,0,2048,1958,2100,1454,0,0,0,0,2862,2582,2366,1260
feature_585,0,0,0,0,0,0,78,0,812,536,976,656,0,156,0,0,1482,1916,1526,1658
feature_586,0,0,0,0,256,0,0,0,1616,1194,1156,812,66,0,0,0,1308,1784,710,974
feature_587,0,0,0,0,140,80,0,76,930,1460,1216,872,0,210,0,0,1670,2678,1214,746
feature_588,0,0,0,0,0,0,0,0,1126,1016,1200,1084,88,0,0,0,1716,1940,1094,1094
feature_589,0,0,0,0,0,0,0,0,0,1762,1660,1330,68,316,90,286,8356,5266,6780,4756
feature_590,0,0,0,0,24420,15340,19466,11400,4132,5124,3614,3272,0,5754,26630,5056,2836,2762,2488,2660
feature_591,0,140,0,0,262,354,322,444,0,990,622,0,146,420,180,292,1228,1280,1474,1248
feature_592,0,0,0,0,0,0,0,148,2076,904,784,1190,0,0,0,0,768,1450,0,1422
feature_593,1246,2188,1854,2744,2412,2716,2566,2722,1796,2252,1738,2686,2606,2514,2826,2762,2156,1590,2160,1876
feature_594,0,0,0,0,0,0,0,0,938,540,598,618,138,0,0,174,1596,2798,1916,1068
feature_595,0,0,0,0,1542,1168,1116,846,588,586,912,618,2840,474,2022,528,802,1026,808,704
feature_596,0,0,0,0,450,354,0,0,3318,3350,2998,2482,0,542,524,364,1120,758,1056,828
feature_597,0,0,0,0,528,0,552,88,1458,0,1320,924,0,158,0,0,1140,0,940,1112
feature_598,0,0,0,0,0,0,296,66,1496,1398,0,1172,0,0,60,0,1182,2070,806,1448
feature_599,0,0,0,0,0,88,174,0,1706,0,1450,1356,0,0,0,0,790,2154,964,1048
feature_600,0,0,0,0,128,0,0,0,1466,1002,1104,0,0,0,0,0,968,2610,744,1192
feature_601,3802,0,3138,0,6312,7336,0,6830,4368,0,3818,0,0,0,7154,0,0,0,0,0
feature_602,0,0,0,0,0,0,0,0,0,2062,2690,0,220,436,0,364,11902,11184,9510,7672
feature_603,0,0,0,0,610,0,446,0,6936,7852,6300,6206,0,0,0,0,3788,7104,2930,4448
feature_604,0,0,0,0,0,358,632,138,0,2828,2576,2024,0,222,0,0,2574,4514,2872,2814
feature_605,0,0,0,0,3354,2356,1676,1306,2490,3026,2852,2878,862,1272,442,554,3840,5400,3238,3444
feature_606,0,0,0,0,0,0,0,0,28814,22562,26260,17526,0,0,0,0,5738,10714,3230,5186
feature_607,0,0,0,0,0,0,126,0,1244,1364,1090,824,0,0,0,0,972,1714,0,974
feature_608,0,0,0,0,300,134,340,0,3656,2658,3506,2762,282,1334,184,0,12708,11672,11538,4954
feature_609,0,0,0,0,0,0,0,0,13724,9430,6562,3068,0,0,0,0,20960,13562,9124,4988
feature_610,0,0,0,0,436,670,494,374,0,0,0,0,240,0,0,0,0,0,0,0
feature_611,0,0,0,0,398,142,0,0,1126,1038,948,0,78,0,0,0,988,2018,0,1044
feature_612,0,0,0,0,204,132,278,0,0,1212,0,1258,104,0,0,0,0,1914,1104,0
feature_613,1912,2880,2032,2468,2392,2240,3086,1832,0,1422,1684,1536,1632,1704,1452,1314,1390,1050,1518,1286
feature_614,0,0,0,0,4610,1760,3386,1158,0,0,0,394,104,212,0,0,0,0,0,0
feature_615,0,0,0,0,672,1420,822,522,0,0,0,0,880,420,402,432,0,0,0,0
feature_616,0,0,0,0,632,198,800,0,1990,2422,1878,1360,0,0,0,0,1822,2218,1614,0
feature_617,0,0,0,0,422,0,478,0,0,3000,0,3236,52,116,0,0,0,5422,1888,3450
feature_618,0,0,0,0,440,128,396,0,600,856,656,812,102,0,0,0,1694,2564,892,1612
feature_619,0,0,0,0,982,2580,0,0,0,0,0,0,0,846,688,636,0,0,0,0
feature_620,52,0,0,0,0,0,0,0,3788,5618,3216,4294,0,254,0,0,4176,3442,4502,2726
feature_621,0,0,0,0,338,0,400,116,1776,1560,1630,1392,0,0,0,0,2146,3338,1226,1530
feature_622,0,0,60,162,344,318,200,0,5360,4886,3212,3048,0,0,0,0,3260,5820,2850,3914
feature_623,0,0,0,0,516,0,856,412,1652,1482,1050,1170,0,0,282,284,2236,1504,1602,1218
feature_624,0,0,0,0,0,420,0,92,1160,1324,846,966,0,0,0,0,1122,1772,1056,1070
feature_625,0,0,0,0,168,0,0,0,2478,2946,2538,1866,0,268,110,98,968,824,596,606
feature_626,0,0,0,78,0,262,0,0,1370,1094,1102,1100,108,0,0,98,552,676,772,426
feature_627,0,0,0,0,922,724,678,334,4716,5390,4220,3808,84,138,0,0,3294,6130,2880,5148
feature_628,0,0,0,0,118,110,0,0,1926,1234,1512,1408,0,164,0,166,1358,1858,652,1472
feature_629,0,0,0,0,0,0,0,0,3504,3970,3746,3244,0,0,0,0,1402,0,0,1578
feature_630,0,0,0,0,230,0,0,0,1184,1268,1408,1454,0,0,0,0,726,1496,596,944
feature_631,0,0,80,0,412,336,324,224,7626,7168,7758,5342,0,0,0,0,8578,10898,6710,5722
feature_632,788,1218,0,740,980,786,0,786,618,0,0,0,764,746,864,722,556,0,654,0
feature_633,0,0,0,0,632,332,362,246,1668,2092,1504,1360,0,0,0,108,4132,6240,2258,3686
feature_634,8734,10154,7500,7458,7852,8708,11118,7998,3490,5922,7112,6382,7750,6994,5126,5682,4378,3150,6826,8114
feature_635,0,0,0,0,500,498,702,234,4938,4520,4682,3386,774,3642,342,1928,12254,10320,8874,7022
feature_636,0,0,0,0,0,0,0,0,1516,1652,1610,1082,0,0,0,0,1348,1332,1070,1102
feature_637,0,0,0,0,0,0,0,0,1802,1848,2066,1828,0,0,0,0,1046,2276,1032,1184
feature_638,0,0,0,0,346,0,308,130,1416,1598,1314,998,0,210,0,0,1818,3704,1472,2380
feature_639,0,0,0,0,728,358,646,0,11476,8498,10998,6882,422,494,0,200,13956,9966,8430,6920
feature_640,0,0,0,0,218,0,366,0,2480,2216,2480,1822,0,0,0,0,2976,2116,3184,1742
feature_641,0,0,0,0,0,0,0,0,7580,6932,6922,4602,0,0,0,0,8766,5920,6352,3416
feature_642,0,0,0,0,0,0,0,0,1456,1642,1290,1894,0,0,0,0,964,1322,1422,958
feature_643,0,0,0,0,0,0,0,0,1594,0,0,0,106,0,0,0,1238,1606,1802,1322
feature_644,0,0,0,0,0,180,246,0,2734,2594,2240,1960,0,100,0,0,1666,2194,1060,1404
feature_645,0,0,0,0,0,0,66,0,1180,1252,972,680,0,56,0,0,1116,1514,910,964
feature_646,0,0,0,0,68,0,0,0,2174,2018,1634,1522,0,0,0,0,410,762,472,0
feature_647,0,0,0,0,536,0,434,246,2792,2880,3130,2170,158,448,0,118,2758,5850,2060,2954
feature_648,0,0,0,0,0,58,0,0,1242,1060,1092,730,0,0,0,0,374,742,0,438
feature_649,0,0,0,0,126,0,0,0,4996,3746,4098,3066,0,0,0,0,6246,6686,5492,4804
feature_650,0,0,0,0,0,0,102,0,8078,9020,7960,6910,0,0,0,0,1992,4588,1554,2930
feature_651,1764,1928,1850,1436,2610,2784,2170,2594,2222,2270,2700,2646,2862,2462,3020,1058,2230,2226,2364,2694
feature_652,0,0,0,0,632,0,0,182,4666,5924,5280,3698,0,0,60,0,4742,6414,3474,3564
feature_653,0,0,0,0,0,0,0,0,1732,2172,1416,1602,0,0,0,0,686,1772,490,1130
feature_654,0,0,0,0,0,0,0,0,2680,2152,1492,1078,0,0,0,0,2646,3642,636,1430
feature_655,0,0,0,0,0,160,0,0,7278,0,7164,3886,0,0,0,0,4204,6738,3606,4360
feature_656,0,0,0,0,1250,504,1382,352,2056,1350,1562,1214,302,0,0,0,1186,2972,778,1502
feature_657,0,0,0,0,326,552,302,304,2128,1956,2716,2430,0,362,0,0,2518,1394,1894,1504
feature_658,0,0,0,0,1226,854,1396,614,1542,1534,1208,1266,0,606,0,430,5884,9328,6058,7168
feature_659,0,726,0,0,0,0,596,580,362,446,0,432,410,724,834,634,256,304,420,404
feature_660,0,0,0,0,0,0,0,0,1334,1314,1098,864,0,70,0,0,944,1670,918,924
feature_661,0,0,0,0,502,204,436,204,4282,3926,3842,3742,0,0,0,0,3530,6744,3020,3974
feature_662,0,0,0,0,0,0,206,0,686,652,572,414,0,208,0,232,1566,1070,1138,1048
feature_663,0,0,0,0,0,0,0,0,1054,1496,1314,1166,0,0,0,0,1512,2148,964,1488
feature_664,1280,1010,1048,1056,1260,910,1064,1786,1802,1908,740,1494,712,0,988,1294,1912,1446,1662,2844
feature_665,0,102,96,160,548,364,356,176,1396,1236,1318,924,1388,332,538,252,954,2284,648,1554
feature_666,0,0,0,0,0,0,142,0,2058,2022,1788,1446,0,62,0,0,1746,2376,1112,1398
feature_667,0,0,0,0,448,0,488,0,2292,2192,1872,1250,0,0,0,0,1906,3590,1394,1696
feature_668,0,0,0,0,0,0,0,76,2454,2446,2174,2312,0,0,0,0,1108,1976,862,1640
feature_669,0,0,0,0,0,0,0,0,110,0,106,0,0,0,0,96,0,0,0,0
feature_670,0,0,0,0,732,566,702,170,3288,2630,3172,1630,0,368,0,0,2194,2448,1782,1234
feature_671,188,284,244,286,410,162,280,234,1252,926,0,1022,194,254,0,198,860,1266,468,0
feature_672,0,0,0,0,0,0,222,0,1708,1216,1570,830,0,0,0,0,1118,1810,830,1318
feature_673,0,0,0,0,0,362,0,0,1052,1468,876,1122,0,206,0,0,1372,2546,756,1752
feature_674,0,0,0,0,4624,3208,3748,0,44360,50140,39568,37964,444,904,332,554,29148,55298,22670,37134
feature_675,0,0,0,0,0,0,0,0,4826,6200,4610,5726,0,0,0,70,1156,2148,1150,1294
feature_676,0,0,0,0,3062,1282,2438,802,840,750,0,762,0,88,0,0,150,0,0,0
feature_677,0,0,0,0,2306,1356,2306,902,542,614,0,0,0,0,0,0,0,0,0,44
feature_678,0,0,0,0,6174,2844,5652,2026,0,0,0,0,206,0,0,0,0,246,0,0
feature_679,0,0,0,0,0,0,0,0,0,1670,1106,1190,0,0,0,0,0,5464,1744,2960
feature_680,0,0,0,0,220,0,0,0,1336,1336,1124,822,0,0,0,0,1850,3154,1170,1534
feature_681,0,0,0,0,0,196,390,0,2094,0,2746,1682,118,144,0,0,0,5656,0,3318
feature_682,0,0,0,0,0,0,0,0,1108,1386,1132,768,0,0,0,0,1114,1948,934,922
feature_683,0,0,0,0,0,0,0,0,1152,1400,1052,836,82,0,0,0,876,1788,718,1016
feature_684,0,0,0,100,452,450,516,262,1280,1166,914,1512,0,0,0,160,1282,1100,1090,1266
feature_685,292,288,134,256,386,426,500,218,1032,1676,1268,1002,374,272,0,0,1258,1290,984,1188
feature_686,0,0,0,0,906,996,498,422,1154,2156,1512,2040,118,438,128,226,906,880,848,700
feature_687,0,0,0,0,0,0,0,0,1978,1668,2218,0,0,424,200,0,2904,2046,2468,1692
feature_688,0,0,0,0,810,196,378,120,1606,1830,1506,860,0,0,0,62,2166,3072,1226,1578
feature_689,0,0,0,0,0,0,0,0,0,3490,1808,3562,0,0,0,0,486,1978,502,1194
feature_690,0,0,0,0,130,0,408,114,1200,2266,1008,1596,0,0,0,0,668,2318,674,0
feature_691,0,0,0,0,386,0,344,152,2840,3094,1840,1966,0,146,0,0,2238,3538,1132,2724
feature_692,0,0,0,0,0,0,0,0,3838,3702,2448,3186,0,0,0,0,1852,0,988,860
feature_693,0,0,0,0,348,138,460,0,1266,790,1006,548,146,118,0,0,1892,1906,1106,1066
feature_694,0,0,0,0,544,96,412,158,1352,1156,982,650,0,0,0,0,998,1866,1340,1254
feature_695,0,0,0,0,980,556,1056,790,2122,1502,1902,1678,0,518,96,0,2184,2184,0,1566
feature_696,0,0,98,0,840,336,316,344,3788,3360,3024,1974,0,0,0,0,4780,4546,2968,2838
feature_697,0,0,0,0,1854,644,1890,518,4426,4118,3730,2760,314,294,204,316,5428,5220,3886,3762
feature_698,0,116,0,76,530,328,422,0,980,910,518,804,108,80,0,110,1038,1306,866,1332
feature_699,0,94,98,0,11516,6176,9030,3940,29232,26242,26196,17944,1010,1798,1012,1536,32566,29898,27490,24644
feature_700,0,142,0,0,46186,21582,35998,16002,112208,99068,104576,74500,4180,6782,2930,5472,126102,117500,97252,99424
feature_701,0,0,0,0,5498,2314,4464,2272,14286,12116,12774,8536,730,952,648,740,14828,15020,12262,11610
feature_702,0,0,0,0,3520,852,1964,596,14270,12568,12978,9028,0,230,0,124,14764,14272,12632,12606
feature_703,0,0,0,0,1942,1116,1946,602,6332,3410,0,3140,262,180,0,206,5416,4640,3924,3540
feature_704,0,0,0,0,0,0,0,0,2974,2054,2640,1322,0,0,0,0,576,520,0,0
feature_705,0,0,0,0,620,304,636,312,768,810,504,698,304,478,424,362,808,712,552,476
feature_706,0,0,0,0,0,0,0,0,48122,50360,32080,36888,0,374,214,94,65786,74016,50308,66946
feature_707,0,0,0,0,0,0,0,0,1520,2506,1374,1116,0,192,0,0,1234,1778,1310,1564
feature_708,0,0,0,0,0,0,0,0,1142,1092,1140,634,0,0,0,0,494,744,162,404
feature_709,0,0,0,0,0,0,0,0,2262,2278,1626,0,0,0,0,0,1202,1568,560,694
feature_710,0,0,0,0,0,0,0,0,1340,982,1644,804,0,0,0,0,1272,1492,950,1104
feature_711,304,130,72,134,17380,2916,5262,1816,3376,3870,2722,2524,302,882,292,466,2114,4292,2958,1538
feature_712,0,0,0,0,716,436,640,0,5528,4972,5086,3164,174,232,0,0,3898,7562,3820,4888
feature_713,0,0,56,0,414,0,0,0,2422,2044,1858,1218,0,0,226,0,1600,2336,1172,1654
feature_714,0,60,0,0,1354,420,1236,520,2916,2944,3122,2656,736,942,918,628,4428,3870,4656,3758
feature_715,0,0,0,0,446,0,0,0,1402,1518,1714,1136,0,0,0,0,840,1388,716,1124
feature_716,0,0,70,0,1110,760,1314,488,1388,938,976,828,204,528,144,356,1196,1776,676,1234
feature_717,130,0,0,118,134,184,306,144,3576,4234,3488,3246,110,312,296,96,4944,6312,3698,3770
feature_718,0,118,0,0,1596,664,1242,358,7302,6198,7772,4798,798,974,626,764,11210,9880,9962,7864
feature_719,0,0,0,0,7166,4988,7124,3008,2510,2314,1784,1588,4870,9556,3462,5214,2176,2032,1504,1722
feature_720,0,0,0,0,0,0,370,270,0,0,1290,2528,0,0,0,0,378,146,498,1326
feature_721,0,0,0,0,21054,15184,12280,5438,5958,0,5676,3634,1270,2552,0,1172,5720,16286,3236,9672
feature_722,0,0,0,0,378,0,0,0,1886,2202,1974,1390,0,0,76,0,2334,5600,2634,2626
feature_723,0,0,0,0,128,0,54,0,1390,1606,1618,0,0,0,0,0,1344,1650,1154,1084
feature_724,880,898,834,858,7222,5216,4260,2122,2194,2758,2236,1636,1088,1302,940,1100,2490,5180,1920,3070
feature_725,0,0,0,0,0,0,0,98,0,0,0,190,0,0,0,0,0,90,0,172
feature_726,0,0,0,0,0,0,0,0,132,0,0,98,0,0,0,0,0,0,0,0
feature_727,0,0,850,838,1178,718,878,736,1168,978,814,790,1072,826,1170,816,0,0,1018,0
feature_728,0,0,0,0,322,0,268,0,248,276,182,56,298,0,162,0,198,170,270,54
feature_729,0,0,0,0,0,0,0,0,1030,1080,1130,688,0,0,0,0,0,1078,602,562
feature_730,0,0,0,0,90,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0
feature_731,0,0,0,0,190,0,90,0,0,0,0,30,94,0,82,0,0,0,0,0
feature_732,0,0,0,0,0,0,0,0,2526,2744,2210,2042,0,0,0,0,1342,2806,1276,1270
feature_733,616,880,574,550,1388,2088,1732,1400,1210,0,938,1154,0,1886,1110,1430,1460,2454,1154,0
feature_734,0,0,0,0,270,0,236,0,140,62,182,0,0,0,0,0,0,0,0,0
feature_735,0,0,0,0,188,0,0,0,4170,3726,3650,2958,0,0,0,70,1864,3676,1376,2428
feature_736,0,0,0,0,0,0,0,0,1616,1260,2084,2022,0,0,0,0,880,1098,1828,1528
feature_737,0,118,204,146,482,0,0,0,1270,1334,0,0,0,0,0,0,1028,1124,1250,964
feature_738,0,0,0,0,0,0,136,0,4392,4164,3720,4938,0,0,0,0,3262,4190,1604,2836
feature_739,0,0,0,0,846,388,468,206,2776,2246,2812,1962,378,652,392,410,6610,5110,6104,5168
feature_740,0,0,0,0,0,0,0,0,1000,0,908,856,784,0,842,0,2044,1286,1150,0
feature_741,0,0,0,0,0,504,544,0,8634,14878,8606,8814,0,0,0,0,722,608,494,374
feature_742,0,0,0,0,0,134,0,0,3744,4040,3184,3442,0,0,0,0,4676,9004,4530,5958
feature_743,0,0,0,0,974,948,1210,638,1896,818,1652,1162,1174,732,728,904,976,550,902,552
feature_744,0,0,0,0,0,130,0,0,1238,1036,788,1122,0,0,0,0,578,842,738,114
feature_745,0,112,70,62,2138,1876,2398,970,6150,2964,5954,1430,1682,1296,1056,1014,2476,1610,2302,1628
feature_746,0,0,0,0,446,282,402,0,1874,1350,1100,652,270,802,324,378,1930,1394,732,812
feature_747,166,0,0,164,134,234,180,0,318,370,294,278,0,130,0,136,1060,1714,1220,574
feature_748,0,0,0,0,392,0,274,64,1780,1914,1362,1560,0,190,0,200,2080,2888,1208,2606
feature_749,0,0,0,0,0,0,0,0,2074,2032,2100,1610,0,0,0,0,0,0,0,70
feature_750,0,0,0,0,2330,1184,2464,564,172,226,0,0,0,0,0,0,502,0,0,144
feature_751,0,0,0,0,0,0,0,0,492,768,310,422,0,0,0,0,1972,1464,1860,1352
feature_752,0,0,0,0,0,0,0,0,1004,1044,1014,622,0,0,0,0,1198,1742,686,714
feature_753,0,0,0,0,406,0,444,0,13672,15614,12066,11112,0,0,0,0,0,0,0,0
feature_754,0,0,0,0,0,578,0,262,0,0,0,0,0,74,0,0,0,0,0,0
feature_755,0,0,0,0,0,588,74,284,0,0,0,0,0,110,0,0,0,0,0,0
feature_756,112,138,100,0,192,1504,0,732,0,376,0,564,0,0,0,616,792,0,0,0
feature_757,82,106,0,0,630,342,386,342,2634,2546,1650,1860,0,0,0,0,1676,3856,1330,3798
feature_758,0,0,0,0,756,500,676,0,1422,1534,1122,1008,0,92,92,0,1212,2568,876,1740
feature_759,0,0,0,0,258,0,226,0,1338,1120,1084,872,0,110,0,0,1224,2060,748,1088
feature_760,0,0,0,0,162,0,302,0,1026,1066,950,836,0,0,0,0,820,1544,698,908
feature_761,0,0,0,0,0,0,0,0,582,0,644,766,0,98,0,0,1610,1188,1504,812
feature_762,0,0,0,0,458,210,0,98,1194,1370,1242,764,0,164,0,0,1164,2202,722,1594
feature_763,0,0,0,0,0,0,0,0,550,500,506,0,0,0,0,0,1028,1602,656,1126
feature_764,0,0,0,0,348,184,88,0,762,674,568,578,0,0,0,0,1230,2342,942,1556
feature_765,0,0,0,0,142,0,364,0,950,678,680,424,0,0,0,0,1550,2672,742,1184
feature_766,0,0,0,0,1734,978,1504,534,0,0,0,0,632,504,644,248,0,0,0,0
feature_767,92,0,0,84,0,0,0,198,1980,1020,1270,782,0,0,0,76,1370,0,2154,1566
feature_768,0,0,0,0,188,0,184,0,1398,1246,1202,768,0,0,0,0,0,2272,1232,0
feature_769,0,0,112,102,0,296,0,156,2258,1746,1734,1440,0,0,0,0,1894,2768,1334,2352
feature_770,0,0,0,0,0,0,304,498,7488,0,2578,2630,0,0,0,0,4308,7578,6526,4834
feature_771,0,0,0,0,0,0,0,0,1932,1724,1486,1112,0,0,0,0,610,660,624,442
feature_772,0,0,0,0,0,0,0,0,558,722,594,434,102,138,0,0,2304,2390,2026,930
feature_773,0,0,0,0,5750,3838,4430,1474,0,0,0,0,926,788,440,398,0,0,0,0
feature_774,0,0,0,0,1216,682,1276,750,30748,37208,34462,29614,0,0,0,0,2328,5960,3474,4348
feature_775,0,0,0,0,0,136,284,0,3196,3670,3932,3018,0,0,0,0,444,536,492,446
feature_776,0,0,0,0,0,0,0,0,1600,1334,1324,884,0,0,0,0,926,1430,676,890
feature_777,0,0,0,0,590,0,440,0,2740,2208,1850,2038,0,0,0,0,3692,6194,2330,3596
feature_778,0,0,0,0,1464,944,920,734,6396,6284,4908,5050,0,752,380,602,5248,6636,4028,6158
feature_779,0,0,0,148,0,0,80,0,3580,2722,2530,2284,136,0,142,88,1312,2142,1222,778
feature_780,0,0,0,0,0,0,0,0,3390,2904,2688,2348,0,0,0,0,1220,1550,820,1050
feature_781,0,0,0,0,878,386,448,0,0,550,0,0,1048,3084,618,1654,384,294,0,0
feature_782,0,0,0,0,0,0,0,0,2824,2026,27546,30432,0,0,0,0,3068,4264,62996,11006
feature_783,0,0,66,0,106,0,0,0,430,312,2490,1574,0,0,0,0,310,422,3040,560
feature_784,0,0,0,0,4076,1808,3914,798,0,0,0,0,0,190,0,258,0,0,0,0
feature_785,0,0,0,0,0,0,118,0,554,716,492,466,436,0,336,86,4128,1084,2888,818
feature_786,0,0,0,0,1808,2146,1876,1318,0,0,0,0,224,578,0,518,220,0,0,0
feature_787,0,0,0,0,0,0,0,0,2644,3772,2440,2722,0,0,68,0,0,1598,912,814
feature_788,0,0,0,0,0,0,320,0,1504,1292,1600,766,0,0,0,64,774,1138,622,708
feature_789,0,0,0,0,284,284,270,160,2050,1288,2014,1124,0,0,0,0,1876,3102,1344,1940
feature_790,0,0,0,0,1718,1178,1586,844,0,248,538,0,0,344,0,292,352,496,0,570
feature_791,0,0,0,0,0,0,212,0,908,988,1058,474,0,0,70,0,1182,2290,762,1146
feature_792,0,0,0,0,0,0,0,138,0,0,0,0,446,0,598,0,0,0,0,0
