feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random1401,0.62305497,0.526077085,0.892621902,0.427250269,0.456428573,0.201677584,0.958584008,0.47092334,0.750999517,0.370183134,0.094925791,0.618415875,0.892815809,0.410777842,0.582700646,0.070344397,0.365317289,0.172243767,0.262227668,0.41027147,0.79424722,0.410784969,0.299166139,0.812565894,0.7822822,0.077951969,0.153264408,0.94547769,0.824927987,0.250580781,0.465550319,0.03575452,0.734864788,0.451778939,0.596126668,0.684014208,0.55516202,0.129612512,0.286106055,0.622912747,0.124646063,0.804092008,0.241216942,0.469161037,0.10916066,0.605685445,0.904331074,0.374662953,0.8894763,0.223006856,0.438000908,0.67338549,0.323965289,0.515583121,0.204713363,0.113891825,0.636876719,0.146495747,0.206490013,0.654961476
random1402,25.0,27.0,11.0,95.0,90.0,27.0,88.0,15.0,61.0,86.0,6.0,53.0,42.0,11.0,71.0,17.0,71.0,12.0,72.0,64.0,93.0,2.0,60.0,88.0,81.0,67.0,39.0,75.0,12.0,13.0,92.0,86.0,95.0,70.0,44.0,15.0,38.0,15.0,93.0,4.0,74.0,86.0,8.0,68.0,41.0,72.0,9.0,19.0,67.0,23.0,88.0,9.0,20.0,0.0,84.0,35.0,80.0,41.0,8.0,0.0
random1403,4.0,4.0,4.0,3.0,6.0,0.0,9.0,5.0,1.0,1.0,1.0,3.0,0.0,7.0,6.0,0.0,6.0,5.0,3.0,6.0,3.0,0.0,4.0,2.0,6.0,9.0,10.0,2.0,5.0,1.0,3.0,9.0,5.0,4.0,6.0,9.0,8.0,7.0,4.0,9.0,0.0,9.0,3.0,8.0,3.0,7.0,5.0,2.0,10.0,3.0,4.0,10.0,7.0,1.0,3.0,6.0,7.0,4.0,9.0,8.0
random1404,0.930412123,0.679433236,0.161690411,0.522920977,0.900977773,0.956059656,0.275812847,0.511759198,0.740096023,0.097805133,0.989147688,0.433663402,0.976411148,0.298477806,0.308125077,0.634222253,0.759442065,0.652369941,0.041575443,0.925255871,0.598890469,0.15018432,0.360344144,0.340956443,0.357301425,0.517092686,0.311760642,0.04961282,0.466960949,0.496557198,0.845266166,0.187952957,0.31407558,0.685350527,0.376640293,0.643218702,0.735963634,0.717741807,0.022083601,0.363347425,0.728488257,0.24563567,0.587736989,0.86159773,0.594248203,0.910072437,0.607930611,0.851662803,0.594886336,0.915225902,0.19274274,0.424199942,0.667559645,0.08484211,0.34375554,0.024060748,0.204490582,0.645747489,0.879106583,0.688841954
random1405,0.787628569,0.037194021,0.531866157,0.95271491,0.609516693,0.95711977,0.147021069,0.512588666,0.190459561,0.906610852,0.694286399,0.661467707,0.289607087,0.532421423,0.371557412,0.046114252,0.422749164,0.798007719,0.374165736,0.444581443,0.832580248,0.952035263,0.638533939,0.9377279,0.267661264,0.872700055,0.301483473,0.240184756,0.266891013,0.764580272,0.707372534,0.579108557,0.444934622,0.581714854,0.949726496,0.313448961,0.705829479,0.749931996,0.567005372,0.368561008,0.86257337,0.216085393,0.97489998,0.035408959,0.52276894,0.325983572,0.444336718,0.738882025,0.117628721,0.877876254,0.551709605,0.070981253,0.441911743,0.054632037,0.765227365,0.731470438,0.149533213,0.786639022,0.135361129,0.547131457
random1406,44.0,40.0,73.0,70.0,77.0,3.0,75.0,20.0,58.0,82.0,79.0,13.0,45.0,83.0,40.0,49.0,91.0,46.0,50.0,58.0,19.0,43.0,11.0,40.0,24.0,42.0,87.0,25.0,37.0,37.0,24.0,67.0,33.0,36.0,76.0,75.0,29.0,69.0,4.0,19.0,45.0,3.0,2.0,43.0,77.0,36.0,4.0,6.0,55.0,50.0,31.0,7.0,49.0,92.0,28.0,52.0,27.0,64.0,57.0,93.0
random1407,8.0,8.0,2.0,3.0,8.0,8.0,9.0,10.0,5.0,7.0,0.0,3.0,1.0,9.0,8.0,10.0,6.0,10.0,4.0,6.0,8.0,6.0,10.0,9.0,5.0,7.0,5.0,6.0,6.0,0.0,10.0,9.0,10.0,3.0,1.0,8.0,1.0,2.0,10.0,0.0,5.0,5.0,3.0,7.0,1.0,6.0,0.0,1.0,8.0,5.0,5.0,4.0,2.0,1.0,10.0,10.0,0.0,6.0,1.0,7.0
random1408,0.65418242,0.780511756,0.504378124,0.154666791,0.085462276,0.178478338,0.367262758,0.362142742,0.041729045,0.311646239,0.528057239,0.193555291,0.677026336,0.003823702,0.169749444,0.379374853,0.449308724,0.037284654,0.210397696,0.711100349,0.064762012,0.880018952,0.486526689,0.570389598,0.911315227,0.509410931,0.292487599,0.645917462,0.878896845,0.557503615,0.266369886,0.579888336,0.821168554,0.319633692,0.062570492,0.782922904,0.333550377,0.792616471,0.811503703,0.090813887,0.052837388,0.150652838,0.710187585,0.462130958,0.726442378,0.056224014,0.888692617,0.360221918,0.964711122,0.96558163,0.642179774,0.921020774,0.034023387,0.534290502,0.679665836,0.032620139,0.96495139,0.539146822,0.184266129,0.614311843
random1409,0.690229904,0.223662841,0.777622116,0.662491242,0.527222573,0.583437602,0.496076169,0.79155582,0.265358459,0.723732662,0.342009661,0.908877405,0.232495886,0.372628349,0.138488216,0.468240229,0.162400726,0.574060082,0.158392657,0.5494929,0.213821143,0.195263964,0.037639498,0.703988975,0.819713502,0.25347645,0.6014706,0.463276153,0.0294771,0.342109962,0.863006243,0.39347427,0.031764449,0.570371805,0.701668882,0.731393447,0.681934501,0.02204134,0.718210278,0.735750634,0.477606148,0.513340782,0.254280508,0.806702751,0.379580467,0.287736556,0.743737394,0.326576495,0.941436915,0.626147216,0.207346572,0.443641423,0.886511555,0.917303169,0.338240757,0.089105325,0.962580086,0.814478124,0.783955014,0.310654714
random141,0.90870791,0.101616674,0.421566097,0.352701765,0.454608033,0.871317585,0.114111016,0.322938187,0.868253719,0.52939272,0.187291663,0.626503723,0.791589581,0.506509193,0.070774937,0.92745927,0.467090022,0.201676727,0.763864364,0.305449254,0.724502718,0.371239744,0.261615472,0.81688778,0.371064858,0.374613299,0.920849126,0.957131956,0.642286488,0.541555983,0.049024408,0.210992247,0.223739941,0.56866967,0.338443479,0.723260645,0.633704266,0.58187286,0.435588257,0.164590553,0.542681442,0.869816505,0.975149818,0.958021221,0.175565587,0.205095862,0.073241993,0.673270743,0.86164152,0.175930221,0.72674922,0.689179657,0.478543319,0.579323289,0.281132906,0.611776936,0.788965905,0.437782449,0.652918722,0.930503516
random1410,97.0,8.0,77.0,15.0,86.0,75.0,24.0,94.0,93.0,96.0,46.0,28.0,38.0,56.0,24.0,35.0,26.0,75.0,17.0,13.0,100.0,87.0,18.0,70.0,92.0,70.0,6.0,58.0,90.0,66.0,24.0,26.0,39.0,8.0,48.0,94.0,65.0,70.0,80.0,73.0,79.0,50.0,94.0,36.0,11.0,36.0,88.0,45.0,75.0,12.0,41.0,69.0,57.0,100.0,1.0,88.0,48.0,84.0,6.0,34.0
random1411,9.0,8.0,8.0,4.0,2.0,9.0,10.0,7.0,4.0,9.0,3.0,10.0,3.0,5.0,7.0,6.0,5.0,5.0,10.0,6.0,7.0,5.0,5.0,2.0,9.0,2.0,5.0,6.0,6.0,10.0,10.0,2.0,1.0,5.0,2.0,2.0,1.0,6.0,0.0,9.0,1.0,7.0,7.0,5.0,10.0,5.0,9.0,9.0,0.0,7.0,2.0,10.0,1.0,10.0,5.0,2.0,4.0,1.0,9.0,9.0
random1412,0.449944963,0.54655409,0.34268184,0.105195513,0.678647084,0.806351474,0.580747449,0.469872705,0.746209798,0.695296019,0.394929441,0.535786119,0.570001024,0.827423761,0.213719341,0.693258875,0.249127987,0.137257999,0.937224399,0.880530457,0.977111204,0.453418854,0.757320512,0.305827848,0.626591791,0.58063908,0.450437188,0.62661796,0.177599364,0.47762736,0.860012327,0.353783813,0.899737443,0.160061619,0.944328674,0.363639063,0.629161001,0.545309858,0.428547412,0.709996963,0.22878572,0.533959284,0.465552661,0.60204076,0.60740987,0.488147766,0.306236082,0.566360499,0.717405207,0.062439234,0.16190911,0.470381044,0.143039156,0.393024638,0.896954623,0.455645322,0.708000048,0.775887008,0.962333362,0.847653195
random1413,0.053619422,0.115482927,0.920394201,0.269088173,0.425876514,0.642220121,0.754179163,0.525197636,0.52790509,0.595050004,0.346517105,0.132854643,0.743215961,0.392869073,0.854962319,0.320817103,0.682094406,0.012854595,0.391096551,0.048544677,0.777438945,0.307811904,0.125605765,0.163586252,0.810217348,0.843229223,0.923534221,0.636298241,0.059413301,0.964992792,0.834873318,0.541298639,0.370943866,0.535385455,0.264120294,0.137565344,0.456756978,0.822344639,0.634240134,0.161683542,0.856412922,0.00364238,0.247548123,0.739548443,0.829010794,0.965509624,0.022986089,0.606380216,0.284698534,0.254116659,0.411328935,0.538732596,0.416832391,0.828884537,0.099020569,0.265437191,0.711326534,0.448094486,0.592877966,0.704724399
random1414,42.0,68.0,30.0,51.0,3.0,51.0,0.0,87.0,65.0,39.0,48.0,49.0,99.0,56.0,69.0,54.0,89.0,61.0,49.0,86.0,69.0,90.0,13.0,25.0,85.0,27.0,68.0,86.0,76.0,25.0,31.0,93.0,1.0,29.0,27.0,22.0,70.0,54.0,30.0,9.0,65.0,82.0,93.0,10.0,5.0,82.0,43.0,46.0,46.0,80.0,29.0,54.0,46.0,2.0,53.0,24.0,57.0,24.0,78.0,1.0
random1415,7.0,8.0,6.0,9.0,0.0,0.0,6.0,3.0,2.0,10.0,6.0,5.0,2.0,8.0,6.0,2.0,1.0,5.0,8.0,2.0,1.0,5.0,9.0,7.0,0.0,10.0,3.0,5.0,7.0,9.0,10.0,3.0,0.0,9.0,0.0,7.0,8.0,7.0,5.0,10.0,10.0,6.0,3.0,2.0,5.0,1.0,7.0,9.0,6.0,3.0,10.0,2.0,8.0,3.0,2.0,10.0,5.0,1.0,8.0,8.0
random1416,0.05326712,0.808322442,0.568911711,0.504815285,0.462477301,0.985106259,0.860746675,0.965354802,0.48947198,0.482887498,0.626673778,0.784848157,0.511429142,0.029816915,0.042306733,0.629034095,0.008337727,0.472051025,0.663896224,0.645455144,0.050775657,0.889300346,0.680097643,0.669119324,0.773704208,0.813937864,0.347067701,0.797414468,0.899167461,0.277616592,0.885841689,0.378059531,0.608400054,0.591155335,0.680200672,0.299715511,0.38215529,0.925478291,0.51814054,0.097342378,0.823726467,0.297964068,0.359508042,0.869433259,0.661997885,0.350577639,0.266480905,0.313536995,0.102885656,0.961281601,0.097693059,0.590323933,0.584921542,0.508048561,0.133477321,0.755975451,0.495788236,0.200280877,0.143043747,0.699059275
random1417,0.871479293,0.554996063,0.579114173,0.208507694,0.974358259,0.567255698,0.274244605,0.623006785,0.868173746,0.856992835,0.094142267,0.042790071,0.637053495,0.906121293,0.050268734,0.910079292,0.06165156,0.478775884,0.856404534,0.31955611,0.250378701,0.37632383,0.395265858,0.483462881,0.946289733,0.676002996,0.343730842,0.543187718,0.195923336,0.201893891,0.956739021,0.870435325,0.164090982,0.35612925,0.448959587,0.218632333,0.872137677,0.425800189,0.840068838,0.67119829,0.785971871,0.921777965,0.033596448,0.256944989,0.50312237,0.821948652,0.418837236,0.760870928,0.575461203,0.998797126,0.724570959,0.837239803,0.42562278,0.305296864,0.826063179,0.508537067,0.713135603,0.041407588,0.616174151,0.15497033
random1418,77.0,91.0,60.0,36.0,80.0,31.0,67.0,3.0,66.0,69.0,37.0,63.0,49.0,32.0,82.0,79.0,60.0,77.0,20.0,47.0,66.0,70.0,17.0,56.0,90.0,58.0,48.0,76.0,17.0,0.0,100.0,15.0,91.0,12.0,27.0,62.0,85.0,76.0,16.0,98.0,18.0,68.0,35.0,47.0,82.0,7.0,83.0,65.0,48.0,27.0,22.0,96.0,2.0,54.0,41.0,31.0,16.0,90.0,72.0,83.0
random1419,8.0,6.0,10.0,10.0,0.0,1.0,3.0,4.0,9.0,4.0,10.0,10.0,10.0,5.0,6.0,5.0,10.0,6.0,3.0,2.0,5.0,7.0,1.0,1.0,7.0,9.0,10.0,3.0,9.0,6.0,2.0,0.0,4.0,0.0,4.0,1.0,2.0,3.0,2.0,9.0,9.0,7.0,2.0,10.0,0.0,2.0,0.0,10.0,2.0,8.0,4.0,2.0,5.0,4.0,1.0,8.0,6.0,7.0,0.0,6.0
random142,92.0,28.0,46.0,11.0,66.0,96.0,45.0,34.0,34.0,74.0,93.0,64.0,16.0,40.0,92.0,82.0,74.0,13.0,92.0,67.0,21.0,63.0,35.0,57.0,15.0,74.0,1.0,49.0,72.0,13.0,31.0,84.0,7.0,7.0,89.0,64.0,30.0,39.0,95.0,27.0,64.0,95.0,97.0,84.0,6.0,62.0,40.0,2.0,25.0,3.0,3.0,42.0,55.0,27.0,37.0,84.0,58.0,58.0,54.0,40.0
random1420,0.527887057,0.860958039,0.289712973,0.198426421,0.187982086,0.228341097,0.211187447,0.730110933,0.102589089,0.653595051,0.050238779,0.18734305,0.480286267,0.948630206,0.130525144,0.929012961,0.365410573,0.98645934,0.964849341,0.470391861,0.227371395,0.889644745,0.830212349,0.876972702,0.175388896,0.961467218,0.010020154,0.875636977,0.578687093,0.845988341,0.7301243,0.311283744,0.832171055,0.247683287,0.714043712,0.339012997,0.499184333,0.891927673,0.808050401,0.05481598,0.385733899,0.874018191,0.4163931,0.057559854,0.237645949,0.490736097,0.467087252,0.566849756,0.953107516,0.094748014,0.876520622,0.886213057,0.583712465,0.706976277,0.287394792,0.141689418,0.44094134,0.784757917,0.230024137,0.721731148
random1421,0.657826891,0.091283842,0.242023268,0.109531699,0.5062429,0.962439721,0.248474849,0.712544154,0.925096804,0.705778584,0.341157299,0.980368421,0.878816625,0.657524529,0.223243134,0.886834533,0.425704659,0.311588093,0.803495188,0.077034544,0.494067537,0.505010285,0.397956611,0.754661178,0.233320475,0.801261709,0.696158204,0.000583138,0.771699672,0.459997603,0.410418404,0.585763511,0.62962493,0.356890927,0.300110679,0.189043727,0.409208466,0.125107433,0.971574915,0.428031189,0.132562744,0.85315472,0.453921724,0.33052143,0.204466112,0.49115993,0.816096264,0.15422057,0.410558002,0.866806461,0.794650065,0.672190164,0.069598779,0.239265928,0.888587911,0.532639322,0.180052559,0.815176451,0.112494836,0.042496062
random1422,91.0,71.0,46.0,39.0,55.0,86.0,67.0,89.0,76.0,34.0,96.0,86.0,52.0,92.0,87.0,71.0,61.0,35.0,97.0,63.0,34.0,23.0,76.0,72.0,96.0,87.0,80.0,86.0,25.0,34.0,30.0,50.0,88.0,44.0,9.0,16.0,90.0,48.0,7.0,1.0,46.0,57.0,52.0,95.0,41.0,29.0,56.0,5.0,40.0,55.0,89.0,81.0,47.0,94.0,30.0,98.0,92.0,74.0,78.0,3.0
random1423,9.0,3.0,5.0,3.0,2.0,1.0,8.0,2.0,1.0,3.0,3.0,10.0,4.0,7.0,4.0,4.0,2.0,2.0,1.0,10.0,2.0,6.0,6.0,3.0,6.0,7.0,9.0,4.0,1.0,5.0,4.0,3.0,5.0,0.0,6.0,3.0,2.0,10.0,8.0,0.0,2.0,2.0,10.0,3.0,2.0,10.0,10.0,7.0,1.0,2.0,4.0,9.0,1.0,9.0,10.0,8.0,10.0,7.0,9.0,9.0
random1424,0.283323424,0.983947109,0.378237613,0.689635085,0.300788719,0.189744552,0.851990226,0.436210852,0.239443187,0.476002159,0.395024173,0.153310077,0.331275841,0.444033461,0.735024915,0.640484821,0.193445786,0.208673202,0.350498065,0.645632072,0.739735966,0.668292203,0.46251133,0.374206844,0.036700536,0.576855155,0.526209739,0.399685529,0.651829855,0.365178882,0.046893864,0.521842706,0.648553253,0.744809429,0.349406597,0.986633791,0.929386992,0.880386661,0.604617978,0.516007235,0.377954147,0.78735684,0.972141459,0.084342106,0.786551256,0.568726474,0.093059151,0.383747568,0.557704952,0.856391217,0.902950085,0.975640177,0.734820264,0.179154143,0.770406964,0.122795492,0.05197808,0.990401266,0.142780088,0.569027321
random1425,0.765096153,0.862423197,0.267203329,0.631173985,0.803676808,0.081520536,0.03756024,0.904818329,0.194010836,0.887193916,0.321693212,0.187304125,0.347720163,0.171405962,0.987779091,0.237383448,0.532662481,0.580842413,0.280375219,0.364387501,0.967405313,0.303236676,0.829684021,0.164507793,0.925197666,0.634981652,0.338952219,0.687010976,0.144208944,0.766567816,0.704025486,0.225989085,0.269231672,0.045762504,0.496695213,0.111116631,0.63720484,0.923871081,0.545469217,0.22689778,0.555265156,0.512839619,0.577593318,0.532791658,0.950340181,0.516364345,0.651206739,0.753720838,0.312581889,0.224250868,0.277596496,0.809007937,0.190452677,0.241827784,0.509184975,0.865367891,0.695621253,0.897101729,0.74204411,0.502754334
random1426,61.0,23.0,26.0,27.0,55.0,72.0,39.0,49.0,91.0,54.0,36.0,58.0,79.0,90.0,16.0,26.0,94.0,21.0,42.0,73.0,15.0,18.0,21.0,63.0,28.0,6.0,16.0,92.0,89.0,12.0,24.0,48.0,82.0,7.0,60.0,70.0,49.0,98.0,21.0,40.0,77.0,89.0,29.0,29.0,25.0,61.0,85.0,54.0,95.0,44.0,35.0,59.0,55.0,50.0,39.0,60.0,48.0,73.0,28.0,47.0
random1427,5.0,6.0,9.0,3.0,10.0,4.0,6.0,7.0,2.0,6.0,4.0,7.0,3.0,2.0,7.0,5.0,9.0,0.0,7.0,10.0,6.0,3.0,5.0,0.0,2.0,8.0,0.0,4.0,4.0,0.0,4.0,0.0,6.0,5.0,9.0,3.0,10.0,6.0,8.0,2.0,9.0,7.0,9.0,6.0,10.0,9.0,5.0,7.0,2.0,4.0,2.0,3.0,10.0,4.0,1.0,8.0,10.0,3.0,8.0,7.0
random1428,0.804157235,0.95230712,0.448388316,0.155147945,0.70803148,0.269768197,0.052451322,0.590678203,0.723597195,0.606400095,0.271834317,0.580867786,0.486306622,0.474432817,0.501264344,0.604115456,0.786538417,0.223812967,0.041757216,0.063430612,0.240347145,0.86339137,0.168349455,0.812975243,0.627735181,0.1127672,0.801650982,0.812763629,0.537570948,0.350001943,0.689805422,0.560487704,0.761597565,0.267325347,0.911711216,0.077816484,0.337012329,0.612769329,0.190431025,0.912229177,0.279712404,0.896997872,0.056674465,0.92257333,0.238875756,0.20557401,0.539016333,0.900097025,0.132569261,0.766978282,0.056554325,0.70120801,0.762204632,0.94791765,0.362944677,0.895097334,0.593692656,0.604598163,0.114944083,0.29504266
random1429,0.083651143,0.961960649,0.428305618,0.995344947,0.746338621,0.791222997,0.651582409,0.922972196,0.308990693,0.740731171,0.145326946,0.460495528,0.976490653,0.032829649,0.911713032,0.502784573,0.63971883,0.556252935,0.333760776,0.87099904,0.131736538,0.969740461,0.252489465,0.207344006,0.218149227,0.180351112,0.185043372,0.329217128,0.422750251,0.107008878,0.215263864,0.292254114,0.413453767,0.443547687,0.436836237,0.340250982,0.816798492,0.821496966,0.259968402,0.956682156,0.614114263,0.312575889,0.908339093,0.222579029,0.092102482,0.953762734,0.130738676,0.898234899,0.376281063,0.76680623,0.697631873,0.270311097,0.919620159,0.759596277,0.079911477,0.448280732,0.300303398,0.031334235,0.278103755,0.661604668
random143,1.0,7.0,7.0,4.0,8.0,3.0,0.0,2.0,6.0,8.0,0.0,9.0,2.0,7.0,3.0,8.0,4.0,10.0,1.0,3.0,1.0,2.0,7.0,8.0,0.0,2.0,10.0,5.0,10.0,10.0,1.0,6.0,5.0,9.0,0.0,3.0,9.0,10.0,1.0,5.0,5.0,5.0,3.0,3.0,6.0,6.0,10.0,10.0,10.0,2.0,5.0,7.0,2.0,2.0,10.0,3.0,0.0,5.0,6.0,0.0
random1430,23.0,79.0,32.0,86.0,49.0,51.0,97.0,18.0,19.0,62.0,50.0,71.0,47.0,55.0,21.0,24.0,64.0,11.0,94.0,72.0,94.0,13.0,54.0,11.0,3.0,65.0,3.0,34.0,1.0,24.0,21.0,7.0,6.0,92.0,41.0,28.0,27.0,80.0,21.0,68.0,88.0,24.0,43.0,25.0,59.0,97.0,100.0,24.0,0.0,91.0,2.0,68.0,67.0,96.0,61.0,32.0,6.0,61.0,73.0,59.0
random1431,10.0,1.0,5.0,3.0,0.0,10.0,3.0,4.0,5.0,7.0,1.0,1.0,1.0,6.0,5.0,8.0,8.0,5.0,8.0,1.0,6.0,6.0,9.0,3.0,2.0,2.0,5.0,10.0,7.0,6.0,5.0,7.0,1.0,7.0,0.0,5.0,3.0,3.0,4.0,3.0,0.0,3.0,6.0,10.0,10.0,9.0,8.0,1.0,1.0,5.0,6.0,1.0,4.0,6.0,6.0,3.0,4.0,1.0,3.0,8.0
random1432,0.022475354,0.797572121,0.357871017,0.556842373,0.052646248,0.055419622,0.83702756,0.953714074,0.852723285,0.135349525,0.585240368,0.456330181,0.152735563,0.770018509,0.174487455,0.076551878,0.659226678,0.924975558,0.271337445,0.382400215,0.523986186,0.502224508,0.467229938,0.03189515,0.161339812,0.706036765,0.626792686,0.727111634,0.196770928,0.649802864,0.393579109,0.721159094,0.136252045,0.245512993,0.946817546,0.59976967,0.663962555,0.7267272,0.085011474,0.491468726,0.669422494,0.19326951,0.613747146,0.290175838,0.924607945,0.419915756,0.81812715,0.714233676,0.002433753,0.431483636,0.563929223,0.244242896,0.437586633,0.944157259,0.872804772,0.210936131,0.228318895,0.290882957,0.930108836,0.72156092
random1433,0.72074259,0.779538855,0.969157737,0.715488565,0.150864303,0.96920027,0.979441912,0.689832863,0.30153328,0.667850057,0.900840185,0.064781603,0.316714171,0.682896333,0.351537302,0.628771741,0.42017855,0.734177875,0.007306331,0.148889738,0.818040002,0.992637893,0.857424495,0.421850268,0.357736076,0.946681621,0.400697635,0.129472984,0.668596537,0.909421578,0.301638322,0.10312526,0.520211973,0.540803293,0.590038405,0.205998563,0.406039105,0.359155707,0.032570578,0.567416031,0.219385198,0.243063731,0.877196188,0.958258746,0.796142016,0.241322163,0.708229285,0.470254638,0.175391548,0.087283445,0.545528484,0.258751627,0.051060967,0.163502938,0.571617197,0.208973866,0.872244359,0.42090419,0.709374624,0.589094893
random1434,9.0,84.0,100.0,59.0,28.0,25.0,10.0,20.0,71.0,78.0,27.0,2.0,45.0,11.0,60.0,93.0,92.0,42.0,24.0,51.0,72.0,67.0,48.0,35.0,5.0,91.0,6.0,73.0,47.0,94.0,47.0,73.0,75.0,5.0,59.0,6.0,53.0,43.0,77.0,58.0,43.0,63.0,78.0,77.0,9.0,11.0,30.0,100.0,1.0,56.0,67.0,50.0,24.0,68.0,78.0,86.0,17.0,78.0,20.0,8.0
random1435,10.0,0.0,9.0,7.0,7.0,9.0,6.0,1.0,10.0,4.0,8.0,3.0,7.0,10.0,10.0,9.0,2.0,6.0,0.0,5.0,3.0,1.0,10.0,1.0,5.0,0.0,0.0,10.0,3.0,5.0,3.0,8.0,3.0,0.0,3.0,10.0,2.0,9.0,4.0,7.0,2.0,9.0,9.0,9.0,7.0,7.0,9.0,7.0,4.0,4.0,9.0,0.0,3.0,6.0,5.0,9.0,9.0,7.0,1.0,8.0
random1436,0.616272755,0.502927443,0.366562953,0.951811386,0.759862857,0.226368202,0.520600659,0.187843963,0.881820234,0.693342114,0.685973756,0.008032162,0.435527846,0.265326293,0.982460975,0.46019727,0.343447986,0.02995471,0.624846326,0.309189547,0.604174816,0.891032157,0.832863606,0.003769052,0.034082291,0.153869526,0.601153878,0.462424289,0.982948274,0.45781081,0.365621841,0.477611535,0.198136962,0.694516384,0.808038959,0.412756237,0.363227667,0.567584502,0.207459289,0.713708423,0.832552186,0.989161555,0.918959651,0.200495528,0.659581567,0.088496735,0.993920824,0.821695173,0.177543245,0.876958095,0.34004136,0.089480997,0.825078166,0.1394194,0.709754003,0.095775821,0.595651897,0.563101248,0.111006017,0.848553531
random1437,0.883743054,0.414428889,0.320347095,0.440927613,0.384062138,0.500818158,0.581885338,0.394012861,0.709414893,0.000564756,0.359426971,0.829219484,0.682067068,0.844675834,0.557121003,0.034772042,0.730835715,0.692891057,0.156615086,0.221506249,0.302728136,0.188611419,0.365810546,0.386127117,0.89868214,0.410701089,0.839293659,0.776830483,0.294914467,0.274559609,0.128314798,0.251018734,0.543992878,0.783463834,0.483829142,0.815586046,0.042254568,0.543353781,0.152534641,0.253607039,0.633153683,0.145592432,0.812425483,0.843893675,0.158854776,0.912376338,0.453794554,0.519113197,0.70978881,0.600558873,0.508209603,0.7516587,0.503634482,0.336128976,0.214902506,0.661956369,0.285439162,0.936358758,0.463529814,0.961414433
random1438,33.0,87.0,68.0,51.0,69.0,53.0,85.0,77.0,89.0,63.0,8.0,71.0,75.0,73.0,78.0,89.0,79.0,48.0,98.0,32.0,52.0,26.0,83.0,97.0,99.0,12.0,15.0,4.0,19.0,47.0,95.0,82.0,28.0,77.0,45.0,50.0,42.0,91.0,35.0,7.0,10.0,4.0,40.0,8.0,9.0,5.0,80.0,19.0,84.0,88.0,72.0,10.0,12.0,67.0,66.0,86.0,54.0,43.0,99.0,76.0
random1439,4.0,7.0,0.0,10.0,3.0,2.0,7.0,6.0,3.0,6.0,9.0,0.0,10.0,2.0,9.0,1.0,10.0,10.0,4.0,1.0,8.0,8.0,1.0,10.0,0.0,6.0,10.0,10.0,7.0,2.0,0.0,5.0,1.0,3.0,2.0,8.0,7.0,5.0,6.0,7.0,8.0,1.0,5.0,3.0,3.0,1.0,10.0,6.0,8.0,8.0,6.0,0.0,0.0,10.0,5.0,3.0,2.0,9.0,5.0,9.0
random144,0.674735237,0.573274434,0.671601445,0.34805657,0.074575871,0.330990921,0.399874338,0.345232418,0.154569473,0.343409182,0.371012303,0.761482597,0.055854511,0.67838659,0.155275687,0.693155199,0.947983645,0.162535247,0.893826434,0.172357714,0.565478943,0.263601908,0.382776686,0.341208707,0.634519071,0.168570455,0.101300182,0.525229042,0.094836674,0.983960173,0.386882365,0.473317715,0.998537811,0.201220121,0.24730878,0.045713465,0.989271698,0.078560217,0.182482139,0.636838066,0.273742577,0.305295722,0.058870087,0.580972654,0.44620603,0.12772231,0.049978048,0.821761235,0.654406753,0.656750729,0.543671167,0.018836983,0.316226939,0.090040738,0.462163102,0.263950356,0.063585494,0.783449152,0.760001285,0.134202053
