feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random18,70.0,21.0,7.0,66.0,32.0,86.0,46.0,23.0,62.0,15.0,75.0,94.0,34.0,65.0,27.0,52.0,89.0,73.0,84.0,44.0,0.0,16.0,93.0,81.0,48.0,60.0,66.0,14.0,23.0,19.0,62.0,63.0,3.0,0.0,33.0,73.0,88.0,13.0,76.0,17.0,83.0,26.0,57.0,2.0,59.0,52.0,9.0,37.0,32.0,48.0,64.0,77.0,65.0,49.0,83.0,49.0,94.0,58.0,67.0,40.0
random180,0.29688734,0.844686341,0.387374132,0.213939434,0.431251265,0.170014773,0.636979373,0.102751485,0.89256096,0.455145531,0.872624363,0.229353473,0.837365877,0.65385676,0.562930124,0.910847938,0.45538605,0.812846441,0.451941195,0.312629924,0.384401481,0.676678648,0.72108793,0.975909035,0.106328387,0.161672293,0.982785667,0.064940906,0.124454799,0.553734025,0.959217798,0.539927571,0.155799578,0.557964615,0.886137129,0.313051326,0.624574931,0.617820406,0.167732797,0.604496452,0.834753555,0.607703369,0.51596502,0.107839034,0.467041399,0.434231978,0.910049135,0.377885886,0.523627994,0.434249856,0.084870892,0.836634778,0.893983675,0.720592004,0.949913433,0.906343184,0.820204001,0.163530565,0.580074487,0.323513105
random181,0.605988052,0.224634432,0.403371425,0.536614628,0.879855203,0.731994069,0.207807802,0.715779974,0.751567418,0.010627187,0.454292248,0.160699615,0.699885179,0.826254342,0.948400961,0.259860796,0.403673123,0.734266073,0.280955229,0.701302041,0.734653048,0.897946617,0.012764384,0.091097946,0.236406051,0.455748842,0.262881068,0.699669828,0.766986849,0.613308701,0.2265159,0.198147736,0.906607739,0.084550008,0.481095497,0.16575228,0.874632698,0.336798903,0.361734404,0.500536949,0.740016378,0.300866591,0.052605449,0.707270184,0.954674366,0.383779976,0.361016626,0.577785544,0.006507683,0.345070721,0.573718216,0.294646725,0.207601444,0.267755804,0.72811039,0.338338873,0.150753518,0.778153972,0.985043535,0.581685807
random182,28.0,74.0,17.0,30.0,42.0,46.0,57.0,3.0,13.0,97.0,84.0,86.0,53.0,83.0,75.0,69.0,10.0,89.0,18.0,2.0,94.0,89.0,89.0,4.0,45.0,49.0,10.0,77.0,39.0,83.0,20.0,75.0,98.0,37.0,24.0,18.0,11.0,46.0,6.0,59.0,58.0,30.0,52.0,57.0,12.0,79.0,9.0,74.0,10.0,86.0,85.0,50.0,78.0,94.0,70.0,58.0,31.0,26.0,87.0,31.0
random183,2.0,2.0,9.0,2.0,0.0,10.0,8.0,8.0,5.0,9.0,7.0,6.0,3.0,2.0,10.0,10.0,0.0,7.0,1.0,2.0,5.0,6.0,3.0,10.0,8.0,5.0,7.0,5.0,8.0,6.0,10.0,1.0,4.0,7.0,2.0,1.0,6.0,10.0,5.0,5.0,2.0,1.0,10.0,7.0,7.0,0.0,0.0,6.0,2.0,8.0,6.0,4.0,2.0,2.0,5.0,6.0,4.0,8.0,4.0,4.0
random184,0.999202273,0.901769091,0.911218551,0.239475263,0.25776427,0.206292315,0.8457777,0.734170696,0.965136992,0.294484569,0.546585794,0.336788735,0.409287071,0.159387296,0.937678039,0.301941173,0.907566482,0.412510904,0.876162168,0.909213835,0.00591814,0.310898105,0.655589764,0.225363668,0.213790019,0.378627346,0.881766942,0.368910967,0.634262073,0.100342867,0.970080576,0.516809739,0.686986586,0.748971572,0.145937929,0.743488054,0.15024833,0.653232873,0.585712872,0.220851663,0.621697846,0.663768213,0.891520341,0.546392531,0.419303918,0.143659678,0.905459572,0.388875321,0.832729951,0.741862889,0.54953519,0.433095591,0.144237173,0.96813986,0.634657379,0.247653493,0.10093062,0.335786124,0.77394276,0.883722103
random185,0.369763318,0.516595751,0.129127082,0.75343472,0.076228693,0.248802693,0.634106918,0.496257358,0.236136673,0.596752912,0.048916034,0.491685946,0.660839762,0.931896388,0.021984945,0.595300568,0.867018803,0.594361854,0.696703577,0.355698773,0.867657372,0.785545712,0.211868125,0.670517913,0.071238431,0.703818093,0.24847359,0.279203551,0.488077865,0.673333166,0.490239756,0.441583589,0.383275086,0.132073714,0.728113983,0.756896831,0.318904126,0.940327572,0.906854612,0.353624994,0.298626788,0.04434258,0.067267214,0.017873671,0.970344922,0.593071157,0.079421481,0.427235487,0.121469172,0.652144118,0.038857915,0.260782112,0.692197182,0.825783599,0.432141437,0.744794291,0.450516881,0.604639971,0.40348592,0.297041352
random186,65.0,33.0,15.0,67.0,53.0,48.0,93.0,73.0,98.0,65.0,100.0,43.0,57.0,73.0,99.0,58.0,43.0,11.0,100.0,43.0,39.0,83.0,76.0,35.0,90.0,47.0,51.0,14.0,13.0,87.0,44.0,99.0,56.0,2.0,98.0,73.0,34.0,75.0,40.0,46.0,8.0,84.0,34.0,85.0,84.0,72.0,51.0,58.0,86.0,4.0,7.0,49.0,38.0,62.0,82.0,32.0,83.0,31.0,8.0,57.0
random187,7.0,5.0,1.0,9.0,7.0,10.0,0.0,10.0,2.0,7.0,8.0,6.0,9.0,8.0,5.0,4.0,5.0,1.0,7.0,2.0,5.0,10.0,6.0,2.0,0.0,2.0,8.0,7.0,7.0,5.0,10.0,5.0,2.0,3.0,2.0,8.0,5.0,7.0,3.0,10.0,10.0,9.0,3.0,10.0,4.0,5.0,6.0,9.0,6.0,9.0,1.0,2.0,8.0,4.0,8.0,7.0,2.0,4.0,5.0,3.0
random188,0.415436784,0.181113264,0.234275943,0.256421017,0.232353013,0.692074781,0.914143643,0.874810671,0.983640282,0.858861991,0.678472153,0.89912288,0.994451107,0.666975471,0.478742859,0.11675759,0.510018834,0.293771926,0.211038836,0.571039802,0.172933288,0.494544226,0.873387943,0.871508576,0.898942342,0.154436117,0.839665558,0.394567099,0.541186462,0.334720645,0.802294476,0.845779976,0.952873082,0.017407285,0.721972348,0.928530631,0.061588344,0.404302625,0.666644852,0.330594136,0.901763018,0.200661343,0.484588324,0.498380063,0.67289554,0.313644024,0.773887804,0.115815684,0.604806036,0.332167759,0.498806587,0.469484376,0.559154208,0.176204015,0.565483825,0.243236694,0.697568546,0.94675315,0.23612923,0.096214361
random189,0.166000991,0.283482482,0.971419181,0.182884593,0.577302221,0.501786138,0.624568166,0.952833437,0.7102611,0.453764956,0.81831275,0.157924355,0.594683436,0.523285546,0.198343916,0.927664868,0.392475617,0.032598643,0.659901796,0.797212502,0.768081348,0.6566561,0.068194763,0.190876602,0.82967775,0.81341101,0.964333586,0.413465846,0.077608148,0.40026145,0.610789563,0.832205003,0.841815742,0.051263234,0.376561621,0.387158783,0.778018489,0.668244668,0.109808563,0.113466965,0.356303353,0.448275887,0.103125778,0.515655343,0.394045939,0.166890784,0.715136933,0.157485237,0.348787155,0.780297496,0.036527981,0.947374198,0.135231403,0.69981822,0.421643949,0.834015946,0.495136358,0.412794469,0.333136667,0.753797639
random19,3.0,7.0,0.0,9.0,8.0,10.0,9.0,3.0,7.0,7.0,8.0,3.0,2.0,1.0,9.0,6.0,0.0,7.0,5.0,2.0,7.0,4.0,2.0,0.0,10.0,5.0,10.0,4.0,4.0,6.0,6.0,0.0,10.0,4.0,5.0,10.0,9.0,3.0,10.0,3.0,9.0,2.0,7.0,3.0,10.0,7.0,9.0,9.0,1.0,2.0,1.0,5.0,6.0,10.0,4.0,1.0,3.0,0.0,7.0,4.0
random190,16.0,23.0,33.0,68.0,88.0,76.0,82.0,90.0,55.0,86.0,61.0,60.0,82.0,59.0,82.0,13.0,91.0,27.0,64.0,71.0,35.0,18.0,4.0,33.0,6.0,41.0,89.0,5.0,32.0,57.0,7.0,95.0,76.0,40.0,92.0,30.0,46.0,71.0,2.0,43.0,20.0,88.0,60.0,69.0,69.0,62.0,64.0,50.0,75.0,85.0,8.0,36.0,43.0,16.0,29.0,79.0,35.0,49.0,94.0,65.0
random191,9.0,0.0,10.0,9.0,5.0,1.0,1.0,2.0,8.0,3.0,5.0,4.0,5.0,3.0,2.0,10.0,7.0,3.0,0.0,4.0,2.0,8.0,8.0,0.0,4.0,3.0,1.0,4.0,10.0,2.0,4.0,5.0,4.0,7.0,5.0,9.0,8.0,9.0,9.0,4.0,7.0,4.0,3.0,9.0,0.0,7.0,3.0,5.0,5.0,4.0,9.0,4.0,2.0,3.0,9.0,8.0,9.0,1.0,4.0,6.0
random192,0.821285643,0.435256731,0.456324369,0.359297859,0.329002721,0.633511118,0.905820663,0.193324201,0.294257971,0.051508254,0.517643527,0.381027002,0.006368626,0.225530716,0.699665492,0.802357694,0.766132559,0.901147934,0.652235427,0.948442029,0.139476093,0.029327597,0.417743781,0.65899561,0.77506502,0.208071732,0.137063916,0.199130635,0.330657277,0.43857743,0.001466453,0.247093963,0.437093441,0.264130993,0.002830745,0.287328544,0.585613789,0.227344371,0.527977255,0.535959002,0.746429371,0.543888803,0.265115596,0.677017755,0.067167885,0.966675605,0.578462837,0.409024386,0.247494314,0.741134026,0.407196193,0.623058352,0.605916318,0.829756302,0.99273296,0.428532557,0.796989256,0.654007976,0.190404072,0.916450316
random193,0.6754375,0.129303652,0.422112256,0.275192847,0.252174273,0.632731014,0.583621242,0.711294104,0.137546197,0.321226266,0.156443846,0.406552238,0.123613595,0.505019519,0.614092161,0.996352779,0.167322851,0.180675712,0.54873908,0.937159774,0.838457628,0.523837592,0.387941072,0.002335261,0.914373868,0.838968898,0.879243087,0.52567824,0.261222755,0.992824138,0.238458218,0.639807415,0.123460374,0.426542038,0.52021704,0.805147947,0.225309,0.711347566,0.498646578,0.165546395,0.526579394,0.79086819,0.932309456,0.943315812,0.899496292,0.273258706,0.010415467,0.144592469,0.806854168,0.082997627,0.524826823,0.726221805,0.44305671,0.240853681,0.104670455,0.863080896,0.313907678,0.592334088,0.298414696,0.452166734
random194,43.0,72.0,72.0,16.0,54.0,42.0,84.0,65.0,4.0,57.0,66.0,98.0,72.0,47.0,9.0,66.0,56.0,43.0,24.0,36.0,92.0,99.0,85.0,56.0,24.0,1.0,85.0,41.0,59.0,42.0,28.0,0.0,50.0,67.0,86.0,6.0,59.0,87.0,62.0,71.0,52.0,80.0,73.0,70.0,85.0,33.0,30.0,96.0,15.0,92.0,87.0,85.0,34.0,91.0,32.0,74.0,12.0,27.0,44.0,16.0
random195,5.0,2.0,2.0,1.0,10.0,0.0,7.0,1.0,9.0,5.0,3.0,8.0,4.0,6.0,6.0,3.0,7.0,5.0,3.0,7.0,6.0,1.0,9.0,0.0,6.0,8.0,8.0,6.0,8.0,0.0,4.0,0.0,4.0,9.0,0.0,6.0,0.0,8.0,7.0,9.0,1.0,4.0,9.0,2.0,4.0,6.0,7.0,10.0,9.0,5.0,6.0,2.0,0.0,4.0,0.0,6.0,7.0,4.0,8.0,0.0
random196,0.022937257,0.61877007,0.534446715,0.586477985,0.913337421,0.935501999,0.131063873,0.078940714,0.74533259,0.769719754,0.283077969,0.904952963,0.439321149,0.961421444,0.420087408,0.003786931,0.606868181,0.852934485,0.466591706,0.157364244,0.211748889,0.606333632,0.545222346,0.143785311,0.669584431,0.891136516,0.56653775,0.266586408,0.988237678,0.659192271,0.935667953,0.122899342,0.225837231,0.767956584,0.183282609,0.643330265,0.089673568,0.302365303,0.918856747,0.256724284,0.75273529,0.27305423,0.018363014,0.391200413,0.273094578,0.180939969,0.200136994,0.296898279,0.350721492,0.092758102,0.616618844,0.440968487,0.961900631,0.555865641,0.727821892,0.803618661,0.537845336,0.217666723,0.86109307,0.304115106
random197,0.819421133,0.650394046,0.044480575,0.211621341,0.250282084,0.988535812,0.593046893,0.709151412,0.89510686,0.457287834,0.302743847,0.53015392,0.092258194,0.242429928,0.968552635,0.944684769,0.272595168,0.574222572,0.971765705,0.989804779,0.483436803,0.385622242,0.188051116,0.792374713,0.419162011,0.211717816,0.756476314,0.579847894,0.819015978,0.699215436,0.473105165,0.49124885,0.563064011,0.740987041,0.877886004,0.758005812,0.453022852,0.780896311,0.536190554,0.149395931,0.245797914,0.586162257,0.808005313,0.131077035,0.139705908,0.740432601,0.381839909,0.692628469,0.825698491,0.376251098,0.79183915,0.905182915,0.901975543,0.318593287,0.199396169,0.948102218,0.295337156,0.130504874,0.614094929,0.108326505
random198,89.0,40.0,39.0,6.0,55.0,7.0,66.0,0.0,70.0,67.0,48.0,46.0,42.0,8.0,5.0,43.0,96.0,8.0,37.0,60.0,45.0,72.0,48.0,68.0,16.0,54.0,11.0,21.0,99.0,92.0,57.0,73.0,49.0,84.0,85.0,10.0,25.0,75.0,13.0,51.0,65.0,71.0,86.0,89.0,77.0,36.0,72.0,54.0,0.0,56.0,68.0,97.0,95.0,1.0,66.0,41.0,14.0,40.0,85.0,97.0
random199,8.0,8.0,5.0,5.0,4.0,3.0,1.0,2.0,10.0,1.0,10.0,1.0,10.0,1.0,4.0,3.0,8.0,3.0,5.0,10.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,1.0,5.0,2.0,9.0,2.0,3.0,2.0,6.0,10.0,8.0,1.0,7.0,1.0,7.0,2.0,6.0,0.0,0.0,6.0,10.0,0.0,10.0,8.0,6.0,9.0,3.0,4.0,7.0,10.0,10.0,2.0,3.0,9.0
random2,67.0,73.0,82.0,74.0,68.0,39.0,31.0,22.0,77.0,70.0,86.0,51.0,67.0,27.0,63.0,9.0,74.0,3.0,85.0,40.0,44.0,45.0,79.0,58.0,90.0,53.0,50.0,3.0,84.0,9.0,34.0,92.0,0.0,4.0,86.0,73.0,91.0,45.0,54.0,38.0,17.0,22.0,83.0,54.0,22.0,89.0,94.0,9.0,48.0,72.0,92.0,99.0,44.0,52.0,81.0,88.0,100.0,12.0,1.0,55.0
random20,0.832224565,0.77543414,0.0381138,0.082778478,0.35896955,0.047042984,0.525630754,0.686118229,0.955040354,0.266463286,0.394568535,0.392981339,0.138735855,0.859937951,0.26536766,0.260425477,0.407346826,0.090599259,0.817795236,0.939120703,0.488099882,0.123670991,0.957094133,0.606271563,0.974149394,0.144908999,0.382370741,0.692005928,0.897434992,0.903017132,0.201577152,0.38515499,0.88553732,0.558746972,0.172512812,0.029222516,0.967554131,0.885041906,0.033559633,0.380861307,0.521339558,0.79533742,0.487886439,0.430133328,0.578362966,0.122003803,0.338366717,0.581176251,0.491056421,0.084566846,0.241372455,0.67480331,0.95221343,0.921054975,0.124539246,0.335841198,0.958212174,0.890668343,0.022440218,0.498990372
random200,0.719963039,0.561032184,0.070479058,0.936871407,0.310833929,0.391799805,0.966005426,0.345459843,0.783190526,0.580358571,0.127358646,0.950586226,0.609112479,0.987661133,0.073925195,0.884992517,0.682670662,0.40444846,0.007967407,0.104725346,0.636418937,0.960028632,0.046546461,0.212843111,0.994730908,0.589921778,0.188928545,0.292163559,0.966040642,0.998873501,0.932958414,0.567977632,0.617653171,0.970772867,0.187027309,0.332243178,0.681391356,0.85828152,0.626706398,0.418060333,0.75141202,0.022438207,0.539214605,0.777379035,0.683937831,0.320550502,0.691924837,0.230704604,0.487036888,0.872695745,0.115647842,0.681866118,0.479432792,0.861111946,0.70509734,0.751686874,0.143809694,0.113941443,0.236555048,0.392479241
random201,0.947321599,0.83347994,0.561628225,0.141653103,0.78608179,0.86597717,0.841322895,0.296888495,0.969363139,0.707455292,0.236554472,0.340849769,0.591831368,0.204821316,0.602556534,0.540899959,0.632633159,0.35595212,0.746725473,0.709101888,0.870556115,0.73391315,0.214050762,0.97692087,0.909875695,0.744669868,0.999072165,0.920397271,0.516533424,0.596348896,0.329126204,0.546663823,0.624398208,0.216582094,0.912191289,0.695987913,0.507887556,0.825913361,0.41481963,0.492894666,0.288039107,0.592870424,0.705226039,0.828770793,0.382983447,0.475858262,0.893147524,0.52405869,0.708939336,0.201505264,0.773978987,0.183843275,0.503380771,0.958886223,0.162217077,0.986499319,0.384924581,0.208074205,0.218738374,0.0949754
random202,100.0,58.0,22.0,37.0,50.0,99.0,89.0,78.0,77.0,99.0,82.0,31.0,77.0,56.0,82.0,82.0,86.0,23.0,80.0,36.0,51.0,73.0,88.0,54.0,65.0,85.0,83.0,17.0,31.0,94.0,66.0,63.0,78.0,8.0,55.0,95.0,86.0,2.0,81.0,38.0,73.0,66.0,43.0,24.0,23.0,15.0,95.0,19.0,22.0,0.0,44.0,63.0,42.0,75.0,62.0,6.0,52.0,83.0,42.0,41.0
random203,7.0,1.0,7.0,2.0,3.0,5.0,0.0,8.0,8.0,8.0,0.0,3.0,5.0,8.0,0.0,2.0,6.0,3.0,1.0,10.0,3.0,1.0,5.0,0.0,2.0,4.0,2.0,5.0,6.0,7.0,4.0,2.0,4.0,4.0,6.0,0.0,3.0,7.0,3.0,2.0,4.0,7.0,10.0,6.0,9.0,1.0,5.0,8.0,3.0,5.0,0.0,5.0,3.0,0.0,10.0,7.0,8.0,7.0,10.0,7.0
random204,0.775087641,0.477100276,0.615335131,0.187028479,0.551515546,0.822175029,0.167609909,0.639924002,0.517579,0.201661442,0.035821143,0.170523912,0.232822603,0.54099697,0.672987487,0.181909349,0.412054253,0.154577197,0.925420282,0.318146377,0.891771776,0.100259646,0.572772197,0.993383046,0.443809944,0.79993895,0.24027934,0.285782745,0.840987228,0.653213289,0.007799096,0.115213644,0.801659817,0.111808572,0.17556979,0.702392313,0.385753102,0.497929578,0.971968674,0.886052458,0.020493446,0.150500642,0.310545184,0.607832525,0.650055328,0.987491585,0.830428399,0.371516167,0.396777381,0.881091951,0.894596807,0.228402486,0.117919781,0.495069373,0.537894489,0.446965938,0.593657324,0.391115652,0.587135169,0.714889316
random205,0.213915691,0.090202526,0.333621652,0.110023134,0.373614461,0.841091373,0.537103617,0.729298291,0.885302562,0.637786163,0.469013954,0.919462282,0.922779579,0.727453009,0.038674398,0.146208664,0.418913483,0.7236671,0.356589268,0.454721469,0.615814179,0.6937367,0.214234364,0.996144004,0.945659456,0.213222539,0.625499068,0.427453711,0.245325363,0.426061883,0.752586678,0.996477948,0.043723492,0.312811884,0.535599799,0.100327397,0.326802522,0.106694322,0.231387065,0.610842645,0.263694516,0.118569698,0.502505808,0.576756284,0.421642127,0.723146183,0.235252044,0.137084478,0.041917249,0.46878932,0.443325906,0.660019013,0.198100832,0.825871482,0.889607846,0.078745103,0.937087772,0.453219351,0.021834047,0.642481471
random206,72.0,81.0,40.0,43.0,51.0,6.0,49.0,59.0,8.0,28.0,30.0,30.0,15.0,43.0,26.0,82.0,6.0,0.0,83.0,42.0,82.0,0.0,70.0,16.0,50.0,93.0,69.0,70.0,53.0,77.0,71.0,8.0,52.0,90.0,8.0,8.0,52.0,58.0,77.0,37.0,61.0,3.0,43.0,98.0,33.0,55.0,71.0,33.0,27.0,51.0,9.0,26.0,22.0,4.0,70.0,84.0,58.0,100.0,80.0,72.0
random207,2.0,5.0,2.0,3.0,7.0,2.0,10.0,2.0,7.0,7.0,9.0,0.0,4.0,7.0,10.0,10.0,6.0,8.0,7.0,10.0,9.0,3.0,6.0,7.0,7.0,10.0,1.0,2.0,4.0,3.0,1.0,9.0,0.0,1.0,3.0,0.0,4.0,4.0,5.0,3.0,0.0,4.0,2.0,9.0,6.0,3.0,9.0,0.0,10.0,7.0,4.0,10.0,9.0,5.0,8.0,4.0,6.0,1.0,9.0,3.0
random208,0.146610241,0.042043879,0.943799794,0.088064919,0.511887372,0.245316077,0.457003967,0.84476425,0.041479348,0.486281282,0.994919102,0.262371301,0.544435045,0.026945461,0.094352883,0.44983845,0.464699612,0.509425509,0.373119854,0.216252882,0.742450442,0.962317275,0.213457679,0.805616985,0.335934852,0.973442454,0.488042498,0.485236328,0.647018045,0.94205735,0.963569615,0.011526907,0.06656283,0.874286423,0.326473266,0.497432657,0.624024265,0.180811817,0.253422297,0.175320619,0.487333624,0.038569142,0.831751711,0.332767887,0.147153622,0.299367059,0.968651027,0.387765169,0.025510146,0.575411594,0.743903945,0.938254513,0.676297391,0.151916783,0.773423965,0.171733973,0.590477814,0.287203662,0.672316204,0.642519661
random209,0.1631815,0.782105273,0.176859114,0.963402065,0.810818362,0.74549499,0.950338428,0.545399931,0.501643603,0.266590972,0.321125068,0.967363531,0.558924628,0.467087075,0.158942134,0.063655678,0.94932915,0.883249793,0.789509384,0.888012749,0.880381916,0.585913222,0.887193601,0.366854082,0.839738819,0.121143246,0.248963814,0.134988718,0.140837777,0.731332256,0.209347853,0.871276345,0.49839545,0.335255259,0.964598914,0.458799887,0.633816898,0.082426315,0.236225194,0.612520698,0.964978807,0.37179222,0.444996345,0.068292782,0.251302154,0.392709501,0.12008346,0.715466989,0.522338128,0.856026591,0.59593819,0.669040902,0.369420057,0.488779089,0.343273285,0.361721726,0.055227017,0.946833421,0.813211258,0.531931894
random21,0.27198442,0.24908137,0.627517829,0.888203949,0.943762954,0.260297334,0.969424348,0.953068127,0.381401452,0.645508122,0.508421037,0.930845982,0.186355452,0.12425107,0.55094328,0.528619115,0.738988885,0.02655375,0.933968128,0.729503422,0.365856882,0.371190639,0.000488548,0.109709929,0.637719327,0.243675336,0.578857352,0.315830541,0.889866412,0.011419566,0.647474478,0.742894762,0.258381967,0.074082151,0.763756322,0.454921911,0.315643564,0.211781066,0.450667738,0.036291598,0.911460772,0.383422423,0.771221744,0.723499615,0.47189951,0.810390927,0.684139406,0.836272242,0.870135211,0.222790255,0.107722722,0.400775037,0.228743459,0.813577586,0.176359988,0.783206486,0.345129801,0.530251486,0.726772117,0.023496146
random210,70.0,25.0,96.0,37.0,18.0,5.0,20.0,42.0,72.0,98.0,50.0,20.0,12.0,86.0,41.0,22.0,14.0,15.0,46.0,76.0,21.0,32.0,46.0,92.0,79.0,41.0,0.0,100.0,34.0,62.0,10.0,3.0,38.0,23.0,20.0,28.0,3.0,88.0,22.0,74.0,17.0,2.0,60.0,73.0,67.0,52.0,70.0,34.0,48.0,93.0,98.0,61.0,21.0,30.0,73.0,63.0,6.0,99.0,17.0,31.0
random211,8.0,3.0,0.0,2.0,5.0,10.0,8.0,8.0,2.0,4.0,3.0,1.0,9.0,1.0,9.0,3.0,3.0,8.0,8.0,4.0,9.0,9.0,2.0,0.0,3.0,9.0,9.0,0.0,6.0,5.0,4.0,7.0,5.0,5.0,10.0,1.0,5.0,2.0,10.0,8.0,9.0,6.0,5.0,9.0,8.0,3.0,2.0,5.0,9.0,0.0,5.0,2.0,6.0,5.0,2.0,3.0,10.0,0.0,1.0,2.0
random212,0.117050206,0.291953729,0.466388225,0.632742314,0.957269308,0.536376277,0.082772061,0.900741241,0.093386526,0.516652741,0.088543985,0.764793195,0.423392864,0.856568688,0.989851184,0.655447245,0.110364157,0.768470555,0.714236387,0.816054088,0.246575472,0.793800116,0.030502402,0.835391462,0.296988427,0.705898335,0.795854778,0.753224602,0.32641429,0.690605354,0.936869578,0.637995906,0.021447019,0.763246879,0.240559389,0.674870681,0.359820862,0.604887227,0.868084563,0.761366919,0.175234154,0.262767642,0.094371111,0.776086773,0.846112557,0.282534098,0.712634094,0.233032669,0.917867777,0.278708826,0.262195152,0.838542854,0.658867367,0.016891544,0.505616894,0.363057909,0.004454418,0.223461443,0.906066537,0.273004673
random213,0.415696461,0.465585185,0.749878723,0.266001199,0.982232395,0.628716666,0.026153002,0.880574655,0.250928342,0.281548532,0.424851563,0.417389247,0.148558027,0.414174381,0.945785522,0.798116692,0.083577715,0.824864887,0.738234333,0.4432845,0.257953257,0.709132656,0.576475194,0.979547283,0.524532069,0.538634403,0.0133608,0.083081998,0.662789094,0.706477046,0.570754356,0.768050704,0.307383914,0.108842532,0.54832459,0.243050515,0.296988598,0.713639851,0.554998134,0.37309741,0.58710267,0.405663802,0.596006052,0.033304232,0.331290907,0.15268413,0.88134454,0.196722956,0.529044142,0.798272466,0.76414234,0.772034626,0.347538256,0.438376441,0.765504208,0.187964388,0.803357543,0.320123779,0.946809515,0.526445689
random214,5.0,58.0,9.0,39.0,11.0,42.0,25.0,12.0,81.0,25.0,17.0,69.0,86.0,87.0,64.0,18.0,83.0,66.0,78.0,82.0,2.0,44.0,29.0,83.0,29.0,92.0,99.0,51.0,45.0,5.0,30.0,63.0,43.0,15.0,26.0,22.0,40.0,72.0,95.0,0.0,79.0,60.0,19.0,17.0,81.0,49.0,92.0,69.0,91.0,97.0,32.0,12.0,38.0,68.0,48.0,84.0,84.0,21.0,99.0,34.0
random215,3.0,10.0,1.0,9.0,4.0,9.0,8.0,6.0,0.0,3.0,6.0,5.0,1.0,6.0,7.0,8.0,1.0,1.0,4.0,2.0,6.0,3.0,4.0,4.0,8.0,2.0,2.0,0.0,2.0,6.0,8.0,4.0,10.0,5.0,9.0,1.0,0.0,8.0,5.0,6.0,9.0,10.0,2.0,2.0,9.0,0.0,10.0,2.0,4.0,6.0,7.0,4.0,7.0,4.0,8.0,3.0,10.0,9.0,4.0,0.0
random216,0.57706466,0.413374897,0.191229725,0.352528984,0.746206173,0.995557486,0.03130447,0.79350669,0.776270692,0.125138254,0.562158744,0.24914472,0.955878909,0.557672884,0.361449492,0.321667227,0.609051553,0.239111272,0.496386468,0.367148079,0.454647907,0.251389889,0.346034558,0.514772482,0.162141624,0.395421307,0.333531126,0.776201608,0.198632338,0.444545767,0.722258776,0.595128593,0.198931868,0.64101867,0.789303818,0.472060696,0.717150262,0.897394229,0.709955135,0.129140181,0.020275115,0.093149977,0.786996309,0.406411036,0.915149805,0.422806489,0.425613911,0.716083649,0.416719014,0.245502411,0.600190204,0.244116145,0.252094057,0.089204128,0.425208044,0.914249792,0.460049418,0.797241922,0.463544978,0.691740786
random217,0.241194669,0.523413299,0.861169489,0.289044995,0.380767245,0.328414988,0.678634662,0.483106437,0.992075528,0.93321391,0.523320278,0.130409464,0.852104951,0.19995009,0.103853839,0.97059325,0.063877305,0.281473548,0.507398024,0.752048755,0.209548557,0.562812443,0.674902196,0.924870388,0.968580977,0.212983797,0.007307236,0.046793735,0.57833082,0.860785838,0.69838503,0.971307738,0.753336471,0.525545803,0.830839591,0.214260908,0.953753216,0.138304885,0.709748238,0.213572193,0.007212851,0.131558968,0.161384163,0.897028511,0.77770254,0.748854968,0.198951149,0.539152579,0.169057116,0.977268016,0.682021972,0.65774123,0.561406971,0.768446304,0.293586714,0.72415668,0.01767699,0.372446826,0.055137859,0.05443042
random218,76.0,87.0,89.0,58.0,23.0,55.0,2.0,70.0,40.0,93.0,93.0,4.0,98.0,70.0,34.0,14.0,100.0,1.0,8.0,73.0,55.0,64.0,77.0,71.0,73.0,47.0,94.0,70.0,68.0,61.0,20.0,26.0,4.0,64.0,66.0,66.0,38.0,98.0,67.0,13.0,33.0,97.0,67.0,65.0,13.0,97.0,28.0,51.0,80.0,21.0,58.0,27.0,94.0,97.0,21.0,64.0,60.0,38.0,52.0,93.0
